bill_id,session,name,organization,designated_env_impact,state_x,chamber_x,title,created_at,updated_at,type_x,subjects,state_y,chamber_y,date,action,actor,type_y
HB 1451,2018,Net metering pilot program for schools,League of Conservation Voters,positive,va,lower,Net energy metering; SCC to establish pilot program for schools generating electricity.,2018-01-18 07:23:54.974000,2018-03-16 08:15:10.756000,bill,Other|Public Services|Education|Business and Consumers,va,lower,2018-03-15 00:00:00,"Governor's Action Deadline Midnight, April 9, 2018",executive,other
HB 1528,2018,Expanding retail competition for electricity ,League of Conservation Voters,positive,va,lower,Electric utilities; retail competition.,2018-01-20 07:35:45.086000,2018-02-14 08:15:04.363000,bill,,va,lower,2018-02-13 00:00:00,Left in Commerce and Labor,lower,other
HB 1558,2018,Grid Transformation and Security Act,Sierra Club,positive,va,lower,"Electric utility regulation; grid modernization, energy efficiency programs.",2018-01-20 07:35:43.475000,2018-03-16 08:14:59.406000,bill,Environmental|Energy|Other|Public Services,va,lower,2018-03-08 00:00:00,Conferees appointed by Senate,upper,other
HB 1610,2018,Adjusting Virginia's quota for menhaden landings,League of Conservation Voters,positive,va,lower,Menhaden; total landings.,2018-02-17 08:17:40.345000,2018-03-12 08:13:26.719000,bill,Animal Rights and Wildlife Issues,va,lower,2018-03-10 00:00:00,"Left in Agriculture, Chesapeake and Natural Resources",lower,other
HJ 111,2018,Consitutional amendment; powers of G.A.,League of Conservation Voters,negative,va,lower,"Constitutional amendment; powers of General Assembly, etc. (second reference).",2018-01-11 06:54:06.984000,2018-02-14 08:15:05.141000,joint resolution,Legislative Affairs,va,lower,2018-02-13 00:00:00,Left in Privileges and Elections,lower,other
HB 508,2018,Local Regulation of Solar Facilities,Sierra Club,positive,va,lower,Solar facilities; local regulation.,2018-01-11 06:54:05.107000,2018-03-08 09:03:21.747000,bill,Environmental|Energy|Municipal and County Issues,va,lower,2018-03-07 00:00:00,"Governor's Action Deadline Midnight, April 9, 2018",executive,other
SB 9,2018,Ending the Ratepayer Ripoff,Sierra Club,positive,va,upper,"Electric utility regulation; suspension of reviews of earnings, transitional rate period.",2018-01-11 06:54:00.139000,2018-01-16 07:17:44.898000,bill,,va,upper,2017-11-20 00:00:00,Referred to Committee on Commerce and Labor,upper,committee:referred
SB 378,2018,Coal Tax Credits,Sierra Club,negative,va,upper,Coalfield employment enhancement tax credit; metallurgical coal mined by underground methods.,2018-01-11 06:54:11.521000,2018-03-16 08:15:20.745000,bill,,va,upper,2018-03-14 00:00:00,"Governor's Action Deadline Midnight, April 9, 2018",executive,other
SB 698,2018,Energy erosion and sediment control,Sierra Club,positive,va,upper,"Erosion and sediment control; inspections of natural gas pipelines, stop work instructions.",2018-01-12 07:13:02.693000,2018-03-09 09:07:08.791000,bill,Commerce|Energy|Transportation|Environmental,va,upper,2018-03-08 00:00:00,Signed by President,upper,other
SB 405,2018,Overriding local control of wireless infrastructure,League of Conservation Voters,negative,va,upper,Wireless communications infrastructure; zoning.,2018-01-11 06:54:02.444000,2018-03-18 08:13:50.139000,bill,Public Services|Municipal and County Issues,va,upper,2018-03-16 00:00:00,"Governor's Action Deadline Midnight, April 9, 2018",executive,other
SB 699,2018,Expanding DEQ's oversight of pipeline construction,"League of Conservation Voters, Sierra Club",positive,va,upper,"Stormwater management; inspections of natural gas pipelines, stop work instructions.",2018-01-12 07:13:02.425000,2018-03-09 09:07:09.148000,bill,Commerce|Energy|Transportation|Environmental,va,upper,2018-03-08 00:00:00,Signed by President,upper,other
SB 646,2018,"Electric Utilities, Fuel Factor, Gas Pipeline Capacity",Sierra Club,positive,va,upper,"Electric utilities; fuel cost recovery, contracts for natural gas pipeline capacity.",2018-01-11 19:45:06.907000,2018-02-05 07:51:24.964000,bill,Energy|Transportation|Public Services,va,upper,2018-01-10 00:00:00,Referred to Committee on Commerce and Labor,upper,committee:referred
SB 856,2018,Securing dedicated funding for Metro,League of Conservation Voters,positive,va,upper,Mass transit; makes numerous changes to administration of and revenues for transit.,2018-01-18 07:23:50.434000,2018-03-01 08:42:01.850000,bill,"Transportation|Municipal and County Issues|Budget, Spending, and Taxes",va,upper,2018-02-28 00:00:00,Conferees appointed by House,lower,other
SB 696,2018,Virginia Aletrnative Energy Coastal Protection Act ,Sierra Club,positive,va,upper,"Va. Alternative Energy & Coastal Protection Act; regulations to establish carbon dioxide cap, etc.",2018-01-12 07:12:59.673000,2018-03-03 08:46:14.967000,bill,Environmental|State Agencies|Public Services|Other|Energy,va,upper,2018-01-10 00:00:00,"Referred to Committee on Agriculture, Conservation and Natural Resources",upper,committee:referred
SB 950,2018,Protecting waterways from future pipelines,"League of Conservation Voters, Sierra Club",positive,va,upper,"Pipeline construction; DEQ review, upland construction",2018-01-20 07:35:48.038000,2018-03-07 09:00:04.579000,bill,Commerce|Environmental,va,upper,2018-03-06 00:00:00,"Governor's Action Deadline Midnight, April 9, 2018",executive,other
SB 429,2018,Local Regulation of Solar Facilities,Sierra Club,positive,va,upper,Solar facilities; local regulation.,2018-01-11 06:54:12.152000,2018-03-16 08:15:03.455000,bill,Environmental|Energy|Municipal and County Issues,va,upper,2018-03-14 00:00:00,"Governor's Action Deadline Midnight, April 9, 2018",executive,other
SB 807,2018,Coal Ash Moratorium,Sierra Club,positive,va,upper,"Coal combustion residuals and other units; permits, request for proposals.",2018-01-12 07:12:58.577000,2018-03-10 09:08:27.907000,bill,Environmental|Energy,va,upper,2018-03-09 00:00:00,Enrolled,upper,other
SB 951,2018,Fracking Regional Moratorium,Sierra Club,positive,va,upper,Eastern Virginia; hydraulic fracturing prohibited.,2018-01-20 07:35:47.173000,2018-02-13 08:08:41.362000,bill,Commerce|Environmental,va,upper,2018-02-06 00:00:00,Rereferred to Finance,upper,committee:referred
HB 1678,2017,Loopholes for Oil and Gas Drilling Operations,League of Conservation Voters,negative,va,lower,"FOIA; trade secrets submitted to the Department of Mines, Minerals and Energy.",2017-01-09 05:49:30.268000,2017-05-22 08:02:39.728000,bill,Environmental|Energy|Government Reform|Business and Consumers,va,lower,2017-01-31 00:00:00,Referred to Committee on General Laws and Technology,upper,committee:referred
HB 1679,2017,Loopholes for Oil and Gas Drilling Operations,"League of Conservation Voters, Sierra Club",negative,va,lower,Well permit applications; disclosure of trade secrets.,2017-01-09 05:49:29.649000,2017-05-22 08:02:20.016000,bill,Environmental|Energy|Business and Consumers,va,lower,2017-02-08 00:00:00,"Referred to Committee on Agriculture, Conservation and Natural Resources",upper,committee:referred
HB 1870,2017,Expand Notification Methods After Spills ,League of Conservation Voters,positive,va,lower,Deleterious substances; discharge into state waters.,2017-01-11 06:13:22.060000,2017-05-22 08:02:18.784000,bill,Commerce|State Agencies|Environmental,va,lower,2017-02-07 00:00:00,"Left in Agriculture, Chesapeake and Natural Resources",lower,other
HB 1964,2017,Secretary for Coastal Protection and Floodwater Adaptation,Sierra Club,positive,va,lower,"Coastal Protection and Flooding Adaptation, Secretary for; creates position.",2017-01-11 06:13:21.677000,2017-05-22 08:02:29.724000,bill,Government Reform,va,lower,2017-02-08 00:00:00,Left in Appropriations,lower,other
HB 1974,2017,Clean Power Plan,"League of Conservation Voters, Sierra Club",negative,va,lower,Clean Power Plan; state implementation plan; General Assembly approval.,2017-01-11 06:13:21.940000,2017-05-22 08:02:33.777000,bill,Environmental|Other|Legislative Affairs,va,lower,2017-02-25 00:00:00,Failed to pass,lower,other
HB 2018,2017,Virginia Aletrnative Energy Coastal Protection Act ,Sierra Club,positive,va,lower,"Virginia Alternative Energy and Coastal Protection Act; established, report.",2017-01-11 06:13:22.934000,2017-05-22 08:02:29.613000,bill,Environmental|Energy|Other,va,lower,2017-02-08 00:00:00,Left in Commerce and Labor,lower,other
HB 2136,2017,Va. to sign Metrorail Safety Compact,League of Conservation Voters,positive,va,lower,Washington Metrorail Safety Commission Interstate Compact; Va. authorized to become a signatory.,2017-01-12 06:37:12.044000,2017-06-13 08:01:59.309000,bill,Other|Transportation|Municipal and County Issues|Legislative Affairs,va,lower,2017-03-24 00:00:00,Approved by Governor-Chapter 696 (effective 3/24/17),executive,governor:signed
HB 2198,2017,Coal Tax Credits; extension of sunset,"League of Conservation Voters, Sierra Club",negative,va,lower,"Coal tax; limits aggregate amount of credits that may be allocated or claimed for employment, etc.",2017-01-12 06:37:09.371000,2017-06-13 08:02:15.451000,bill,"Environmental|Energy|Budget, Spending, and Taxes",va,lower,2017-04-05 00:00:00,House sustained Governor's veto (65-Y 33-N 1-A),lower,other
HB 2383,2017,Combined Sewer Overflow; compliance ,League of Conservation Voters,positive,va,lower,Combined sewer overflow outfalls; DEQ to identify owner of outfall discharging into Chesapeake Bay.,2017-01-18 06:58:42.565000,2017-06-13 08:01:56.345000,bill,Commerce|Other|Environmental,va,lower,2017-04-26 00:00:00,Approved by Governor-Chapter 826 (effective 7/1/17),executive,governor:signed
HB 2303,2017,Agricultural Renewable Energy,Sierra Club,negative,va,lower,Small agricultural generators; establishes parameters of a program.,2017-01-14 06:52:20.929000,2017-06-13 08:01:52.648000,bill,Agriculture and Food|Environmental|Energy|Public Services,va,lower,2017-03-16 00:00:00,Approved by Governor-Chapter 565 (effective 7/1/17),executive,governor:signed
HB 2390,2017,Restricting Renewable Energy Financing,Sierra Club,negative,va,lower,"Renewable energy power purchase agreements; expands pilot program, sunset provision.",2017-01-19 07:03:41.512000,2017-06-13 08:01:47.454000,bill,Environmental|Energy|Public Services,va,lower,2017-04-05 00:00:00,"Enacted, Chapter 803 (effective 7/1/17)",lower,other
SB 806,2017,Circumvention of the Trasportation Prioritization Process,League of Conservation Voters,negative,va,upper,Interstate 73 Corridor Development Fund and Program.,2017-01-02 07:07:23.665000,2017-06-13 08:01:54.892000,bill,Transportation,va,upper,2017-03-16 00:00:00,Approved by Governor-Chapter 544 (effective - see bill),executive,governor:signed
SB 910,2017,"Sampling, Replacing Contaminated Wells",League of Conservation Voters,positive,va,upper,Virginia Oil and Gas Act; sampling and replacing contaminated wells.,2017-01-02 07:07:22.840000,2017-06-13 08:02:14.148000,bill,Environmental|Energy,va,upper,2017-02-17 00:00:00,Approved by Governor-Chapter 17 (effective 7/1/17),executive,governor:signed
SB 911,2017,"Orphaned Gas Wells, Increased Surcharge","League of Conservation Voters, Sierra Club",positive,va,upper,Orphaned Well Fund; surcharge.,2017-01-02 07:07:23.183000,2017-06-13 08:02:15.245000,bill,Environmental|Energy,va,upper,2017-02-17 00:00:00,Approved by Governor-Chapter 18 (effective 7/1/17),executive,governor:signed
SB 990,2017,Energy Efficiency Progress Reports,Sierra Club,positive,va,upper,"Electric energy; consumption reduction goal, annual progress reports.",2017-01-09 05:49:29.557000,2017-06-13 08:01:59.007000,bill,Environmental|Energy|Other|Public Services,va,upper,2017-03-16 00:00:00,Approved by Governor-Chapter 568 (effective 7/1/17),executive,governor:signed
SB 1095,2017,Overturn of Utility Rate Freeze,Sierra Club,positive,va,upper,"Electric utility regulation; suspension of reviews of earnings, Transitional Rate Period.",2017-01-11 06:13:19.705000,2017-05-22 08:02:26.899000,bill,Public Services,va,upper,2017-01-06 00:00:00,Referred to Committee on Commerce and Labor,upper,committee:referred
SB 1258,2017,Virginia Solar Energy Development and Storage Authority,Sierra Club,positive,va,upper,Virginia Solar Energy Development and Energy Storage Authority; increases membership.,2017-01-14 06:52:16.853000,2017-06-13 08:01:45.845000,bill,Environmental|Energy|Other,va,upper,2017-04-05 00:00:00,"Enacted, Chapter 813 (effective 7/1/17)",lower,other
SB 1291,2017,Fracking FOIA Well Permit Applications,Sierra Club,negative,va,upper,Well permit applications; disclosure of trade secrets.,2017-01-14 06:52:21.058000,2017-05-22 08:02:30.254000,bill,Environmental|Energy|Business and Consumers,va,upper,2017-01-30 00:00:00,Rereferred to Finance,upper,committee:referred
SB 1349,2017,Secretary for Coastal Protection and Floodwater Adaptation,Sierra Club,positive,va,upper,"Coastal Protection and Flooding Adaptation, Secretary for; creates position, effective clause.",2017-01-14 06:52:18.542000,2017-05-22 08:02:22.602000,bill,Government Reform,va,upper,2017-01-30 00:00:00,Passed by for the day,upper,other
SB 1393,2017,Community Solar Pilot Program,League of Conservation Voters,positive,va,upper,Electric utilities; community solar pilot programs.,2017-01-14 06:52:23.284000,2017-06-13 08:02:07.958000,bill,Public Services|Environmental|Other|State Agencies|Business and Consumers|Energy,va,upper,2017-03-16 00:00:00,Approved by Governor-Chapter 580 (effective 7/1/17),executive,governor:signed
SB 1394,2017,Agricultural Renewable Energy,Sierra Club,negative,va,upper,Small agricultural generators; establishes parameters of a program.,2017-01-14 06:52:20.027000,2017-06-13 08:02:05.313000,bill,Agriculture and Food|Environmental|Energy|Public Services,va,upper,2017-03-16 00:00:00,Approved by Governor-Chapter 581 (effective 7/1/17),executive,governor:signed
SB 1395,2017,Renewable Energy Permit by Rule,Sirrea Club,positive,va,upper,Small renewable energy projects; eligibility for permits by rule.,2017-01-14 06:52:18.023000,2017-06-13 08:01:49.287000,bill,Environmental|State Agencies|Business and Consumers|Energy,va,upper,2017-03-13 00:00:00,Approved by Governor-Chapter 368 (effective 7/1/17),executive,governor:signed
SB 1398,2017,Responsible & Informed Coal Ash Unit Closure,"League of Conservation Voters, Sierra Club",positive,va,upper,"Coal combustion residuals unit; closure permit, assessments required.",2017-01-14 06:52:22.738000,2017-06-13 08:01:56.742000,bill,Environmental|Energy,va,upper,2017-04-05 00:00:00,"Enacted, Chapter 817 (effective - see bill)",lower,other
SB 1470,2017,Coal Tax Credits,Sierra Club,negative,va,upper,"Coal tax; limits aggregate amount of credits that may be allocated or claimed for employment, etc.",2017-01-17 06:56:51.590000,2017-06-13 08:02:05.043000,bill,"Environmental|Energy|Budget, Spending, and Taxes",va,upper,2017-04-05 00:00:00,Requires 27 affirmative votes to override veto,upper,other
SB 1471,2017,Virginia Aletrnative Energy Coastal Protection Act ,Sierra Club,positive,va,upper,"Virginia Alternative Energy and Coastal Protection Act; established, report.",2017-01-19 07:03:36.089000,2017-05-22 08:02:32.009000,bill,,va,upper,2017-01-17 00:00:00,"Referred to Committee on Agriculture, Conservation and Natural Resources",upper,committee:referred
SJ 295,2017,Legislative review of administrative rules,League of Conservation Voters,negative,va,upper,Constitutional amendment (first resolution); legislative review of administrative rules.,2017-01-14 06:52:16.276000,2017-05-24 08:07:06.961000,joint resolution,Legislative Affairs,va,upper,2017-03-27 00:00:00,Assigned Chapter 772 (effective 7/1/17),lower,committee:referred
HB 30,2016,Solar Funding Amendment,"League of Conservation Voters, Sierra Club",positive,va,lower,Budget Bill.,2016-01-05 21:09:34.173000,2016-06-18 00:24:28.781000,bill,"Government Reform|Budget, Spending, and Taxes",va,lower,2016-05-26 00:00:00,Item Vetoed ruled not proper: 306.JJJ.4,lower,other
HB 2,2016,Clean Power Plan ,"League of Conservation Voters, Sierra Club",negative,va,lower,"Clean Power Plan; state implementation plan, General Assembly approval.",2016-01-05 21:08:33.483000,2016-06-18 00:23:05.414000,bill,Environmental|Other|Legislative Affairs,va,lower,2016-04-20 00:00:00,Passed by for the day - Governor's veto sustained,lower,other
HB 298,2016,Coal Tax Credits Veto,League of Conservation Voters,negative,va,lower,"Coal tax; limits aggregate amount of credits that may be allocated or claimed for employment, etc.",2016-01-05 21:07:24.127000,2016-06-18 00:21:33.763000,bill,"Environmental|Energy|Budget, Spending, and Taxes",va,lower,2016-04-20 00:00:00,Senate sustained Governor's veto,upper,other
HB 716,2016,Exempting Coalfields Expressway,Sierra Club,negative,va,lower,Commonwealth Transportation Board; project evaluation.,2016-01-13 06:40:56.985000,2016-02-23 09:06:21.175000,bill,State Agencies|Transportation,va,lower,2016-02-16 00:00:00,Left in Transportation,lower,other
HB 808,2016,Replacing Outdoor Lighting Fixtures With LEDs,Sierra Club,positive,va,lower,Outdoor lighting fixtures; governmental agencies to use light-emitting diode (LED) lighting.,2016-01-13 06:39:06.547000,2016-06-18 00:22:24.120000,bill,Government Reform,va,lower,2016-02-16 00:00:00,Left in General Laws,lower,other
HB 908,2016,Transmission line sitting,"League of Conservation Voters, Sierra Club",positive,va,lower,Electrical transmission lines; SCC to consider impact on historic resources.,2016-01-13 06:39:56.224000,2016-06-18 00:24:32.639000,bill,State Agencies|Business and Consumers|Public Services,va,lower,2016-02-11 00:00:00,Continued to 2017 in Commerce and Labor by voice vote,lower,other
HB 977,2016,Timely Spill Notice,League of Conservation Voters,positive,va,lower,State waters; unlawful discharge of deleterious substance into waters.,2016-01-14 06:58:05.770000,2016-06-18 00:26:18.966000,bill,Commerce|Environmental,va,lower,2016-02-15 00:00:00,Engrossment refused by House (37-Y 56-N),lower,other
HB 1053,2016,Energy efficiency advancement ,League of Conservation Voters,positive,va,lower,Investor-owned electric utilities; establishment of protocols for energy efficiency programs.,2016-01-14 06:56:01.153000,2016-06-18 00:21:39.214000,bill,Public Services|Other|Business and Consumers,va,lower,2016-03-29 00:00:00,Approved by Governor-Chapter 517 (effective 7/1/16),governor,governor:signed
HB 1174,2016,Goal for Energy Consumption,"League of Conservation Voters, Sierra Club",positive,va,lower,"Electric energy; consumption reduction goal, report.",2016-01-16 07:07:52.193000,2016-06-18 00:22:44.277000,bill,Public Services|Other,va,lower,2016-02-17 00:00:00,Referred to Committee on Commerce and Labor,upper,committee:referred
HB 1118,2016,Repealing Gas Companies' Right to Trespass,Sierra Club,positive,va,lower,Natural gas companies; right of entry upon property.,2016-01-14 06:57:54.065000,2016-02-17 09:05:20.123000,bill,Housing and Property|Energy|Transportation|Public Services,va,lower,2016-02-16 00:00:00,Left in Commerce and Labor,lower,other
SB 44,2016,Coal Tax Credits,Sierra Club,negative,va,upper,"Coal tax; limits aggregate amount of credits that may be allocated or claimed for employment, etc.",2016-01-05 21:07:14.297000,2016-06-18 00:21:25.526000,bill,"Environmental|Energy|Budget, Spending, and Taxes",va,upper,2016-04-20 00:00:00,Requires 26 affirmative votes to pass in enrolled form,upper,other
SB 282,2016,Resiliency Fund ,"League of Conservation Voters, Sierra Club",positive,va,upper,"Virginia Shoreline Resiliency Fund; established, annual audit of Virginia Resources Authority.",2016-01-08 16:26:03.944000,2016-06-18 00:24:50.411000,bill,Environmental|State Agencies|Other,va,upper,2016-04-20 00:00:00,"Enacted, Chapter 762 (effective 7/1/16)",lower,other
HB 1887,2015,Transportation Funding,League of Conservation Voters,positive,va,lower,"Commonwealth Transportation Board; membership, funding, updates annual reporting, and allocations.",2015-01-14 01:34:01.102000,2015-04-07 04:44:23.996000,bill,State Agencies|Transportation,va,lower,2015-03-27 00:00:00,Approved by Governor-Chapter 684 (effective - see bill),governor,governor:signed
HB 1446,2015,Clean Energy Financing Programs,"League of Conservation Voters, Sierra Club",positive,va,lower,"Clean energy; financing programs, development of underwriting guidelines.",2015-01-08 20:19:59.936000,2015-05-16 04:54:29.153000,bill,Environmental|Energy|Business and Consumers|Municipal and County Issues,va,lower,2015-03-23 00:00:00,Approved by Governor-Chapter 389 (effective 7/1/15),governor,governor:signed
HB 1297,2015,Machinery & Tools Producing Renewable Energy,League of Conservation Voters,positive,va,lower,Machinery and tools tax; production of renewable energy.,2015-01-08 20:20:28.654000,2015-03-21 04:49:51.568000,bill,"Environmental|Energy|Budget, Spending, and Taxes|Commerce",va,lower,2015-03-17 00:00:00,Approved by Governor-Chapter 230 (effective 7/1/15),governor,governor:signed
HB 1365,2015,Clean Power Plan ,League of Conservation Voters,negative,va,lower,Discharge from state hospitals or training centers; local departments of social services.,2015-01-08 20:19:14.126000,2015-02-12 04:16:11.024000,bill,Health|Welfare and Poverty,va,lower,2015-02-11 00:00:00,"Left in Health, Welfare and Institutions",lower,other
HB 1879,2015,Coalfield Employment Enhancement and Coal Tax Credits,Sierra Club,negative,va,lower,Coalfield employment enhancement; coal tax credits.,2015-01-14 01:36:03.141000,2015-05-02 04:53:04.895000,bill,,va,lower,2015-04-30 00:00:00,Vetoed by Governor,governor,other
HB 2205,2015,Virginia Coastal Protection Act,Sierra Club,positive,va,lower,Regional Greenhouse Gas Initiative; Commonwealth Resilience Fund established.,2015-01-16 02:00:45.906000,2015-02-19 20:34:09.389000,bill,Environmental|Energy|Other|Executive Branch|Municipal and County Issues,va,lower,2015-02-10 00:00:00,Left in Commerce and Labor,lower,other
HB 2237,2015,Recovery of Costs of Solar Energy Facilities,Sierra Club,positive,va,lower,Electric utility ratemaking; recovery of costs of solar energy facilities.,2015-01-20 02:09:40.413000,2015-04-07 04:44:13.324000,bill,Environmental|Energy|Public Services,va,lower,2015-03-26 00:00:00,Approved by Governor-Chapter 599 (effective 7/1/15),governor,governor:signed
HB 2267,2015,Virginia Solar Energy Development Authority,Sierra Club,positive,va,lower,"Virginia Solar Energy Development Authority; created, report.",2015-01-21 02:16:11.408000,2015-04-02 01:43:23.480000,bill,,va,lower,2015-03-23 00:00:00,Approved by Governor-Chapter 398 (effective 7/1/15),governor,governor:signed
HB 2291,2015,Clean Power Plan ,League of Conservation Voters,negative,va,lower,"Clean Power Plan; state implementation plan, General Assembly approval.",2015-01-22 02:23:18.821000,2015-02-28 05:47:08.939000,bill,Environmental|Legislative Affairs,va,lower,2015-02-27 00:00:00,Failed to pass in House,lower,other
SB 1071,2015,Increase in Penalty Fines,League of Conservation Voters,positive,va,upper,"Environmental Quality, Department of; raises civil penalties.",2015-01-14 01:35:12.098000,2015-02-25 05:35:50.227000,bill,,va,upper,2015-02-24 00:00:00,"Left in Agriculture, Chesapeake and Natural Resources",lower,other
HJ 666,2015,Opposition to Clean Water Act ,League of Conservation Voters,negative,va,lower,"Clean Water Act; opposition to definition of ""waters of the United States.""",2015-01-16 02:00:36.589000,2015-03-11 04:46:58.381000,joint resolution,Military|Environmental,va,lower,2015-02-24 00:00:00,Left in Rules,upper,other
SB 1443,2015,Comprehensive Plans and Sea Level Rise ,"League of Conservation Voters, Sierra Club",positive,va,upper,Comprehensive plan; strategies to combat projected sea-level rise.,2015-01-25 02:37:24.662000,2015-03-21 04:49:21.767000,bill,State Agencies|Other|Municipal and County Issues,va,upper,2015-03-16 00:00:00,Approved by Governor-Chapter 186 (effective 7/1/15),governor,governor:signed
HB 1173,2014,Stormwater Management,League of Conservation Voters,negative,va,lower,Stormwater management programs; State Water Control Board to establish procedures and regulations.,2014-01-16 02:29:16.813000,2014-09-20 05:21:50.553000,bill,Environmental|State Agencies|Legislative Affairs|Commerce,va,lower,2014-04-04 00:00:00,Approved by Governor-Chapter 598 (effective 4/4/14),governor,governor:signed
HB 268,2014,Local Land Use,League of Conservation Voters,negative,va,lower,"Agricultural operations; local regulation of certain activities, On-Farm Activities Working Group.",2014-01-01 00:55:51.920000,2014-09-02 05:20:42.265000,bill,Agriculture and Food|Municipal and County Issues,va,lower,2014-04-03 00:00:00,Approved by Governor-Chapter 494 (effective 7/1/14),governor,governor:signed
HB 377,2014,Billboard Relocation,League of Conservation Voters,negative,va,lower,Billboard signs; adjustment or relocation.,2014-01-04 00:58:52.823000,2014-09-02 05:24:33.513000,bill,Transportation,va,lower,2014-05-23 00:00:00,Approved by Governor-Chapter 811 (effective 7/1/14),governor,governor:signed
HB 975,2014,Repeal of Hybrid Electric License Tax ,League of Conservation Voters,positive,va,lower,Hybrid electric motor vehicles; repeals annual license tax.,2014-01-10 02:07:01.388000,2014-09-02 05:18:40.541000,bill,"Transportation|Budget, Spending, and Taxes",va,lower,2014-02-27 00:00:00,Approved by Governor-Chapter 43 (effective 7/1/14),governor,governor:signed
HB 1239,2014,Solar Equipment Tax Exemption,League of Conservation Voters,positive,va,lower,"Real and personal property taxes; exemption for solar energy equipment, facilities, or devices.",2014-01-18 02:43:49.947000,2014-09-02 05:26:35.249000,bill,"Environmental|Energy|Budget, Spending, and Taxes",va,lower,2014-04-06 00:00:00,Approved by Governor-Chapter 737 (effective 1/1/15),governor,governor:signed
SB 966,2018,Grid Transformation and Security Act,Sierra Club,positive,va,upper,"Electric utility regulation; grid modernization, energy efficiency.",2018-01-23 07:37:16.732000,2018-03-03 08:46:27.766000,bill,Environmental|Energy|Other|Public Services,va,upper,2018-03-02 00:00:00,"Governor's Action Deadline Midnight, March 9, 2018",executive,other
SJ 19,2018,Join Subcommittee on Coastal Flooding,Sierra Club,positive,va,upper,"Coastal Flooding, Joint Subcommittee on; continued, report.",2018-01-11 06:54:02.468000,2018-03-07 09:00:25.910000,joint resolution,,va,upper,2018-03-06 00:00:00,Agreed to by House (94-Y 2-N),lower,other
